AttendanceID,MemberID,MatchID,Attended,TicketsUsed,CheckInTime
ATT01852,MEM0103,M016,Yes,1,19:15
ATT01853,MEM0103,M017,Yes,1,20:25
ATT01854,MEM0103,M018,No,0,
ATT01855,MEM0104,M001,No,0,
ATT01856,MEM0104,M002,No,0,
ATT01857,MEM0104,M003,No,0,
ATT01858,MEM0104,M004,No,0,
ATT01859,MEM0104,M005,No,0,
ATT01860,MEM0104,M006,No,0,
ATT01861,MEM0104,M007,Yes,5,20:15
ATT01862,MEM0104,M008,Yes,2,19:25
ATT01863,MEM0104,M009,No,0,
ATT01864,MEM0104,M010,No,0,
ATT01865,MEM0104,M011,No,0,
ATT01866,MEM0104,M012,No,0,
ATT01867,MEM0104,M013,No,0,
ATT01868,MEM0104,M014,No,0,
ATT01869,MEM0104,M015,Yes,3,20:05
ATT01870,MEM0104,M016,No,0,
ATT01871,MEM0104,M017,Yes,3,18:30
ATT01872,MEM0104,M018,Yes,4,19:30
ATT01873,MEM0105,M001,Yes,1,19:00
ATT01874,MEM0105,M002,Yes,1,19:10
ATT01875,MEM0105,M003,Yes,1,19:30
ATT01876,MEM0105,M004,Yes,1,18:55
ATT01877,MEM0105,M005,No,0,
ATT01878,MEM0105,M006,No,0,
ATT01879,MEM0105,M007,No,0,
ATT01880,MEM0105,M008,No,0,
ATT01881,MEM0105,M009,Yes,1,19:35
ATT01882,MEM0105,M010,Yes,1,19:40
ATT01883,MEM0105,M011,No,0,
ATT01884,MEM0105,M012,Yes,1,19:35
ATT01885,MEM0105,M013,No,0,
ATT01886,MEM0105,M014,No,0,
ATT01887,MEM0105,M015,No,0,
ATT01888,MEM0105,M016,Yes,1,19:00
ATT01889,MEM0105,M017,Yes,1,19:25
ATT01890,MEM0105,M018,Yes,1,18:45
ATT01891,MEM0106,M001,Yes,2,19:15
ATT01892,MEM0106,M002,Yes,2,18:20
ATT01893,MEM0106,M003,Yes,1,19:45
ATT01894,MEM0106,M004,No,0,
ATT01895,MEM0106,M005,Yes,1,19:05
ATT01896,MEM0106,M006,Yes,2,20:35
ATT01897,MEM0106,M007,Yes,2,18:30
ATT01898,MEM0106,M008,Yes,2,20:10
ATT01899,MEM0106,M009,Yes,1,19:10
ATT01900,MEM0106,M010,Yes,2,20:25
ATT01901,MEM0106,M011,Yes,2,18:00
ATT01902,MEM0106,M012,Yes,2,18:15
ATT01903,MEM0106,M013,No,0,
ATT01904,MEM0106,M014,No,0,
ATT01905,MEM0106,M015,Yes,2,19:25
ATT01906,MEM0106,M016,No,0,
ATT01907,MEM0106,M017,Yes,2,20:45
ATT01908,MEM0106,M018,No,0,
ATT01909,MEM0107,M001,Yes,1,19:45
ATT01910,MEM0107,M002,Yes,1,19:40
ATT01911,MEM0107,M003,Yes,1,18:40
ATT01912,MEM0107,M004,Yes,1,18:35
ATT01913,MEM0107,M005,No,0,
ATT01914,MEM0107,M006,Yes,1,18:35
ATT01915,MEM0107,M007,Yes,1,19:10
ATT01916,MEM0107,M008,Yes,1,19:25
ATT01917,MEM0107,M009,No,0,
ATT01918,MEM0107,M010,Yes,1,19:55
ATT01919,MEM0107,M011,Yes,1,18:30
ATT01920,MEM0107,M012,Yes,1,19:20
ATT01921,MEM0107,M013,Yes,1,18:25
ATT01922,MEM0107,M014,Yes,1,19:50
ATT01923,MEM0107,M015,Yes,1,18:20
ATT01924,MEM0107,M016,Yes,1,20:45
ATT01925,MEM0107,M017,Yes,1,18:00
ATT01926,MEM0107,M018,Yes,1,19:10
ATT01927,MEM0108,M001,Yes,4,20:25
ATT01928,MEM0108,M002,Yes,4,19:00
ATT01929,MEM0108,M003,No,0,
ATT01930,MEM0108,M004,Yes,2,20:55
ATT01931,MEM0108,M005,No,0,
ATT01932,MEM0108,M006,Yes,2,19:10
ATT01933,MEM0108,M007,No,0,
ATT01934,MEM0108,M008,No,0,
ATT01935,MEM0108,M009,No,0,
ATT01936,MEM0108,M010,Yes,2,19:30
ATT01937,MEM0108,M011,Yes,2,18:35
ATT01938,MEM0108,M012,Yes,4,18:15
ATT01939,MEM0108,M013,Yes,3,19:00
ATT01940,MEM0108,M014,Yes,3,18:10
ATT01941,MEM0108,M015,No,0,
ATT01942,MEM0108,M016,No,0,
ATT01943,MEM0108,M017,Yes,4,19:05
ATT01944,MEM0108,M018,Yes,2,18:15
ATT01945,MEM0109,M001,Yes,2,19:10
ATT01946,MEM0109,M002,Yes,1,19:00
ATT01947,MEM0109,M003,Yes,2,19:30
ATT01948,MEM0109,M004,Yes,1,19:20
ATT01949,MEM0109,M005,Yes,1,20:20
ATT01950,MEM0109,M006,Yes,2,19:50
ATT01951,MEM0109,M007,Yes,1,18:30
ATT01952,MEM0109,M008,No,0,
ATT01953,MEM0109,M009,Yes,2,20:50
ATT01954,MEM0109,M010,Yes,2,19:35
ATT01955,MEM0109,M011,Yes,2,18:40
ATT01956,MEM0109,M012,Yes,1,18:10
ATT01957,MEM0109,M013,No,0,
ATT01958,MEM0109,M014,Yes,2,19:30
ATT01959,MEM0109,M015,Yes,2,20:15
ATT01960,MEM0109,M016,Yes,1,18:00
ATT01961,MEM0109,M017,No,0,
ATT01962,MEM0109,M018,No,0,
ATT01963,MEM0110,M001,No,0,
ATT01964,MEM0110,M002,Yes,2,18:50
ATT01965,MEM0110,M003,No,0,
ATT01966,MEM0110,M004,Yes,2,20:00
ATT01967,MEM0110,M005,Yes,1,19:35
ATT01968,MEM0110,M006,No,0,
ATT01969,MEM0110,M007,Yes,1,19:10
ATT01970,MEM0110,M008,Yes,1,20:15
ATT01971,MEM0110,M009,No,0,
ATT01972,MEM0110,M010,Yes,1,20:45
ATT01973,MEM0110,M011,Yes,1,19:50
ATT01974,MEM0110,M012,Yes,1,19:30
ATT01975,MEM0110,M013,No,0,
ATT01976,MEM0110,M014,No,0,
ATT01977,MEM0110,M015,No,0,
ATT01978,MEM0110,M016,Yes,2,20:35
ATT01979,MEM0110,M017,No,0,
ATT01980,MEM0110,M018,No,0,
ATT01981,MEM0111,M001,Yes,1,19:30
ATT01982,MEM0111,M002,Yes,1,18:55
ATT01983,MEM0111,M003,Yes,1,19:35
ATT01984,MEM0111,M004,Yes,1,20:25
ATT01985,MEM0111,M005,Yes,1,19:10
ATT01986,MEM0111,M006,Yes,1,19:25
ATT01987,MEM0111,M007,Yes,1,20:40
ATT01988,MEM0111,M008,Yes,1,18:45
ATT01989,MEM0111,M009,No,0,
ATT01990,MEM0111,M010,Yes,1,19:50
ATT01991,MEM0111,M011,Yes,1,19:25
ATT01992,MEM0111,M012,Yes,1,19:10
ATT01993,MEM0111,M013,Yes,1,18:30
ATT01994,MEM0111,M014,No,0,
ATT01995,MEM0111,M015,Yes,1,19:40
ATT01996,MEM0111,M016,Yes,1,20:15
ATT01997,MEM0111,M017,Yes,1,20:25
ATT01998,MEM0111,M018,Yes,1,19:50
ATT01999,MEM0112,M001,Yes,1,18:50
ATT02000,MEM0112,M002,Yes,1,20:15
ATT02001,MEM0112,M003,No,0,
ATT02002,MEM0112,M004,No,0,
ATT02003,MEM0112,M005,No,0,
ATT02004,MEM0112,M006,Yes,2,19:15
ATT02005,MEM0112,M007,No,0,
ATT02006,MEM0112,M008,Yes,1,19:05
ATT02007,MEM0112,M009,No,0,
ATT02008,MEM0112,M010,Yes,2,18:30
ATT02009,MEM0112,M011,Yes,2,19:30
ATT02010,MEM0112,M012,Yes,2,19:45
ATT02011,MEM0112,M013,No,0,
ATT02012,MEM0112,M014,Yes,2,18:35
ATT02013,MEM0112,M015,No,0,
ATT02014,MEM0112,M016,No,0,
ATT02015,MEM0112,M017,Yes,2,20:35
ATT02016,MEM0112,M018,No,0,
ATT02017,MEM0113,M001,No,0,
ATT02018,MEM0113,M002,Yes,2,18:15
ATT02019,MEM0113,M003,No,0,
ATT02020,MEM0113,M004,No,0,
ATT02021,MEM0113,M005,No,0,
ATT02022,MEM0113,M006,Yes,4,19:55
ATT02023,MEM0113,M007,Yes,2,20:10
ATT02024,MEM0113,M008,No,0,
ATT02025,MEM0113,M009,Yes,2,19:10
ATT02026,MEM0113,M010,Yes,4,19:50
ATT02027,MEM0113,M011,Yes,4,18:35
ATT02028,MEM0113,M012,Yes,3,18:20
ATT02029,MEM0113,M013,No,0,
ATT02030,MEM0113,M014,No,0,
ATT02031,MEM0113,M015,Yes,4,20:50
ATT02032,MEM0113,M016,No,0,
ATT02033,MEM0113,M017,Yes,4,20:45
ATT02034,MEM0113,M018,No,0,
ATT02035,MEM0114,M001,No,0,
ATT02036,MEM0114,M002,Yes,1,18:10
ATT02037,MEM0114,M003,Yes,2,19:25
ATT02038,MEM0114,M004,No,0,
ATT02039,MEM0114,M005,No,0,
ATT02040,MEM0114,M006,Yes,1,19:35
ATT02041,MEM0114,M007,Yes,1,18:05
ATT02042,MEM0114,M008,Yes,2,19:30
ATT02043,MEM0114,M009,No,0,
ATT02044,MEM0114,M010,Yes,1,18:05
ATT02045,MEM0114,M011,Yes,2,19:20
ATT02046,MEM0114,M012,Yes,1,19:30
ATT02047,MEM0114,M013,Yes,2,18:55
ATT02048,MEM0114,M014,No,0,
ATT02049,MEM0114,M015,No,0,
ATT02050,MEM0114,M016,Yes,2,19:40
ATT02051,MEM0114,M017,Yes,1,19:15
ATT02052,MEM0114,M018,Yes,2,19:35
ATT02053,MEM0115,M001,No,0,
ATT02054,MEM0115,M002,Yes,4,19:10
ATT02055,MEM0115,M003,No,0,
ATT02056,MEM0115,M004,Yes,6,20:25
ATT02057,MEM0115,M005,No,0,
ATT02058,MEM0115,M006,No,0,
ATT02059,MEM0115,M007,Yes,6,19:15
ATT02060,MEM0115,M008,Yes,6,20:50
ATT02061,MEM0115,M009,No,0,
ATT02062,MEM0115,M010,Yes,2,19:05
ATT02063,MEM0115,M011,Yes,6,19:20
ATT02064,MEM0115,M012,No,0,
ATT02065,MEM0115,M013,Yes,6,19:40
ATT02066,MEM0115,M014,No,0,
ATT02067,MEM0115,M015,No,0,
ATT02068,MEM0115,M016,No,0,
ATT02069,MEM0115,M017,No,0,
ATT02070,MEM0115,M018,No,0,
ATT02071,MEM0116,M001,Yes,2,19:40
ATT02072,MEM0116,M002,Yes,2,18:45
ATT02073,MEM0116,M003,Yes,2,19:50
ATT02074,MEM0116,M004,Yes,2,19:30
ATT02075,MEM0116,M005,No,0,
ATT02076,MEM0116,M006,No,0,
ATT02077,MEM0116,M007,Yes,2,20:40
ATT02078,MEM0116,M008,No,0,
ATT02079,MEM0116,M009,Yes,2,20:55
ATT02080,MEM0116,M010,No,0,
ATT02081,MEM0116,M011,No,0,
ATT02082,MEM0116,M012,No,0,
ATT02083,MEM0116,M013,Yes,2,19:35
ATT02084,MEM0116,M014,No,0,
ATT02085,MEM0116,M015,Yes,2,19:05
ATT02086,MEM0116,M016,Yes,2,19:30
ATT02087,MEM0116,M017,No,0,
ATT02088,MEM0116,M018,No,0,
ATT02089,MEM0117,M001,Yes,1,18:20
ATT02090,MEM0117,M002,Yes,1,20:35
ATT02091,MEM0117,M003,Yes,1,18:10
ATT02092,MEM0117,M004,Yes,1,18:05
ATT02093,MEM0117,M005,Yes,1,20:50
ATT02094,MEM0117,M006,Yes,1,20:45
ATT02095,MEM0117,M007,No,0,
ATT02096,MEM0117,M008,Yes,1,19:15
ATT02097,MEM0117,M009,Yes,1,19:25
ATT02098,MEM0117,M010,Yes,1,18:40
ATT02099,MEM0117,M011,Yes,1,18:40
ATT02100,MEM0117,M012,Yes,1,18:45
ATT02101,MEM0117,M013,Yes,1,18:05
ATT02102,MEM0117,M014,Yes,1,18:15
ATT02103,MEM0117,M015,Yes,1,19:05
ATT02104,MEM0117,M016,Yes,1,19:45
ATT02105,MEM0117,M017,Yes,1,18:05
ATT02106,MEM0117,M018,Yes,1,19:10
ATT02107,MEM0118,M001,Yes,2,19:20
ATT02108,MEM0118,M002,Yes,6,19:40
ATT02109,MEM0118,M003,Yes,6,19:45
ATT02110,MEM0118,M004,Yes,3,20:05
ATT02111,MEM0118,M005,Yes,6,18:15
ATT02112,MEM0118,M006,Yes,6,19:15
ATT02113,MEM0118,M007,Yes,6,18:50
ATT02114,MEM0118,M008,No,0,
ATT02115,MEM0118,M009,Yes,2,19:45
ATT02116,MEM0118,M010,Yes,6,18:35
ATT02117,MEM0118,M011,Yes,6,19:25
ATT02118,MEM0118,M012,Yes,4,19:35
ATT02119,MEM0118,M013,No,0,
ATT02120,MEM0118,M014,Yes,3,18:30
ATT02121,MEM0118,M015,Yes,3,18:45
ATT02122,MEM0118,M016,No,0,
ATT02123,MEM0118,M017,No,0,
ATT02124,MEM0118,M018,Yes,4,18:30
ATT02125,MEM0119,M001,Yes,3,19:05
ATT02126,MEM0119,M002,Yes,2,19:00
ATT02127,MEM0119,M003,No,0,
ATT02128,MEM0119,M004,No,0,
ATT02129,MEM0119,M005,Yes,4,18:15
ATT02130,MEM0119,M006,Yes,3,19:55
ATT02131,MEM0119,M007,Yes,3,19:05
ATT02132,MEM0119,M008,No,0,
ATT02133,MEM0119,M009,Yes,3,18:00
ATT02134,MEM0119,M010,Yes,3,19:40
ATT02135,MEM0119,M011,No,0,
ATT02136,MEM0119,M012,Yes,3,18:35
ATT02137,MEM0119,M013,No,0,
ATT02138,MEM0119,M014,No,0,
ATT02139,MEM0119,M015,Yes,3,20:05
ATT02140,MEM0119,M016,No,0,
ATT02141,MEM0119,M017,Yes,4,18:00
ATT02142,MEM0119,M018,Yes,4,20:30
ATT02143,MEM0120,M001,Yes,2,19:45
ATT02144,MEM0120,M002,No,0,
ATT02145,MEM0120,M003,Yes,2,18:40
ATT02146,MEM0120,M004,No,0,
ATT02147,MEM0120,M005,Yes,2,19:05
ATT02148,MEM0120,M006,No,0,
ATT02149,MEM0120,M007,Yes,2,19:15
ATT02150,MEM0120,M008,No,0,
ATT02151,MEM0120,M009,No,0,
ATT02152,MEM0120,M010,Yes,1,20:20
ATT02153,MEM0120,M011,No,0,
ATT02154,MEM0120,M012,No,0,
ATT02155,MEM0120,M013,No,0,
ATT02156,MEM0120,M014,Yes,1,19:10
ATT02157,MEM0120,M015,No,0,
ATT02158,MEM0120,M016,No,0,
ATT02159,MEM0120,M017,Yes,2,19:50
ATT02160,MEM0120,M018,No,0,
ATT02161,MEM0121,M001,Yes,1,18:35
ATT02162,MEM0121,M002,Yes,1,18:20
ATT02163,MEM0121,M003,No,0,
ATT02164,MEM0121,M004,Yes,1,18:00
ATT02165,MEM0121,M005,Yes,1,19:25
ATT02166,MEM0121,M006,No,0,
ATT02167,MEM0121,M007,Yes,1,19:45
ATT02168,MEM0121,M008,Yes,1,19:30
ATT02169,MEM0121,M009,Yes,1,18:30
ATT02170,MEM0121,M010,Yes,1,20:55
ATT02171,MEM0121,M011,No,0,
ATT02172,MEM0121,M012,Yes,1,19:30
ATT02173,MEM0121,M013,Yes,1,18:30
ATT02174,MEM0121,M014,Yes,1,18:30
ATT02175,MEM0121,M015,No,0,
ATT02176,MEM0121,M016,Yes,1,18:00
ATT02177,MEM0121,M017,Yes,1,18:50
ATT02178,MEM0121,M018,Yes,1,20:35
ATT02179,MEM0122,M001,No,0,
ATT02180,MEM0122,M002,No,0,
ATT02181,MEM0122,M003,No,0,
ATT02182,MEM0122,M004,No,0,
ATT02183,MEM0122,M005,No,0,
ATT02184,MEM0122,M006,No,0,
ATT02185,MEM0122,M007,No,0,
ATT02186,MEM0122,M008,No,0,
ATT02187,MEM0122,M009,No,0,
ATT02188,MEM0122,M010,Yes,4,19:40
ATT02189,MEM0122,M011,No,0,
ATT02190,MEM0122,M012,Yes,4,19:05
ATT02191,MEM0122,M013,No,0,
ATT02192,MEM0122,M014,Yes,3,19:10
ATT02193,MEM0122,M015,Yes,4,20:30
ATT02194,MEM0122,M016,Yes,4,19:05
ATT02195,MEM0122,M017,No,0,
ATT02196,MEM0122,M018,Yes,4,18:30
ATT02197,MEM0123,M001,Yes,1,19:25
ATT02198,MEM0123,M002,Yes,1,19:35
ATT02199,MEM0123,M003,Yes,1,18:20
ATT02200,MEM0123,M004,Yes,1,19:10
ATT02201,MEM0123,M005,No,0,
ATT02202,MEM0123,M006,Yes,1,20:00
ATT02203,MEM0123,M007,No,0,
ATT02204,MEM0123,M008,No,0,
ATT02205,MEM0123,M009,Yes,1,18:35
ATT02206,MEM0123,M010,Yes,1,19:25
ATT02207,MEM0123,M011,No,0,
ATT02208,MEM0123,M012,No,0,
ATT02209,MEM0123,M013,Yes,1,18:45
ATT02210,MEM0123,M014,Yes,1,19:00
ATT02211,MEM0123,M015,Yes,1,19:05
ATT02212,MEM0123,M016,Yes,1,19:40
ATT02213,MEM0123,M017,Yes,1,19:20
ATT02214,MEM0123,M018,Yes,1,19:45
ATT02215,MEM0124,M001,No,0,
ATT02216,MEM0124,M002,No,0,
ATT02217,MEM0124,M003,Yes,1,19:50
ATT02218,MEM0124,M004,No,0,
ATT02219,MEM0124,M005,Yes,1,20:25
ATT02220,MEM0124,M006,Yes,1,18:55
ATT02221,MEM0124,M007,No,0,
ATT02222,MEM0124,M008,Yes,1,19:10
ATT02223,MEM0124,M009,No,0,
ATT02224,MEM0124,M010,No,0,
ATT02225,MEM0124,M011,No,0,
ATT02226,MEM0124,M012,Yes,1,20:15
ATT02227,MEM0124,M013,Yes,1,18:25
ATT02228,MEM0124,M014,Yes,1,19:30
ATT02229,MEM0124,M015,No,0,
ATT02230,MEM0124,M016,Yes,1,19:10
ATT02231,MEM0124,M017,No,0,
ATT02232,MEM0124,M018,No,0,
ATT02233,MEM0125,M001,No,0,
ATT02234,MEM0125,M002,Yes,4,19:05
ATT02235,MEM0125,M003,Yes,3,18:40
ATT02236,MEM0125,M004,No,0,
ATT02237,MEM0125,M005,No,0,
ATT02238,MEM0125,M006,Yes,2,20:25
ATT02239,MEM0125,M007,Yes,2,18:35
ATT02240,MEM0125,M008,No,0,
ATT02241,MEM0125,M009,Yes,4,19:30
ATT02242,MEM0125,M010,No,0,
ATT02243,MEM0125,M011,Yes,5,20:00
ATT02244,MEM0125,M012,Yes,4,19:35
ATT02245,MEM0125,M013,Yes,2,19:30
ATT02246,MEM0125,M014,No,0,
ATT02247,MEM0125,M015,Yes,4,19:15
ATT02248,MEM0125,M016,Yes,4,20:00
ATT02249,MEM0125,M017,Yes,5,19:00
ATT02250,MEM0125,M018,Yes,2,18:35
ATT02251,MEM0126,M001,No,0,
ATT02252,MEM0126,M002,No,0,
ATT02253,MEM0126,M003,Yes,2,18:40
ATT02254,MEM0126,M004,No,0,
ATT02255,MEM0126,M005,No,0,
ATT02256,MEM0126,M006,No,0,
ATT02257,MEM0126,M007,No,0,
ATT02258,MEM0126,M008,Yes,2,18:15
ATT02259,MEM0126,M009,Yes,1,19:50
ATT02260,MEM0126,M010,Yes,2,18:25
ATT02261,MEM0126,M011,Yes,1,20:55
ATT02262,MEM0126,M012,Yes,2,20:20
ATT02263,MEM0126,M013,Yes,1,19:05
ATT02264,MEM0126,M014,No,0,
ATT02265,MEM0126,M015,No,0,
ATT02266,MEM0126,M016,Yes,1,18:05
ATT02267,MEM0126,M017,Yes,2,18:05
ATT02268,MEM0126,M018,No,0,
ATT02269,MEM0127,M001,No,0,
ATT02270,MEM0127,M002,Yes,2,19:50
ATT02271,MEM0127,M003,Yes,2,19:10
ATT02272,MEM0127,M004,Yes,3,19:20
ATT02273,MEM0127,M005,No,0,
ATT02274,MEM0127,M006,No,0,
ATT02275,MEM0127,M007,Yes,4,18:40
ATT02276,MEM0127,M008,No,0,
ATT02277,MEM0127,M009,No,0,
ATT02278,MEM0127,M010,No,0,
ATT02279,MEM0127,M011,No,0,
ATT02280,MEM0127,M012,Yes,4,18:10
ATT02281,MEM0127,M013,No,0,
ATT02282,MEM0127,M014,No,0,
ATT02283,MEM0127,M015,Yes,4,19:35
ATT02284,MEM0127,M016,Yes,4,18:00
ATT02285,MEM0127,M017,Yes,2,20:25
ATT02286,MEM0127,M018,Yes,4,20:00
ATT02287,MEM0128,M001,No,0,
ATT02288,MEM0128,M002,No,0,
ATT02289,MEM0128,M003,Yes,2,19:40
ATT02290,MEM0128,M004,No,0,
ATT02291,MEM0128,M005,Yes,2,18:20
ATT02292,MEM0128,M006,Yes,2,19:00
ATT02293,MEM0128,M007,Yes,1,20:20
ATT02294,MEM0128,M008,No,0,
ATT02295,MEM0128,M009,No,0,
ATT02296,MEM0128,M010,No,0,
ATT02297,MEM0128,M011,Yes,2,19:00
ATT02298,MEM0128,M012,Yes,2,19:10
ATT02299,MEM0128,M013,No,0,
ATT02300,MEM0128,M014,No,0,
ATT02301,MEM0128,M015,Yes,2,19:25
ATT02302,MEM0128,M016,No,0,
ATT02303,MEM0128,M017,No,0,
ATT02304,MEM0128,M018,Yes,2,19:40
ATT02305,MEM0129,M001,Yes,1,19:50
ATT02306,MEM0129,M002,Yes,1,18:20
ATT02307,MEM0129,M003,No,0,
ATT02308,MEM0129,M004,Yes,1,18:05
ATT02309,MEM0129,M005,Yes,1,18:35
ATT02310,MEM0129,M006,No,0,
ATT02311,MEM0129,M007,Yes,1,18:25
ATT02312,MEM0129,M008,Yes,1,20:00
ATT02313,MEM0129,M009,Yes,1,19:00
ATT02314,MEM0129,M010,No,0,
ATT02315,MEM0129,M011,No,0,
ATT02316,MEM0129,M012,No,0,
ATT02317,MEM0129,M013,No,0,
ATT02318,MEM0129,M014,No,0,
ATT02319,MEM0129,M015,Yes,1,19:45
ATT02320,MEM0129,M016,Yes,1,19:15
ATT02321,MEM0129,M017,No,0,
ATT02322,MEM0129,M018,Yes,1,18:05
ATT02323,MEM0130,M001,No,0,
ATT02324,MEM0130,M002,No,0,
ATT02325,MEM0130,M003,No,0,
ATT02326,MEM0130,M004,Yes,1,18:15
ATT02327,MEM0130,M005,No,0,
ATT02328,MEM0130,M006,Yes,1,19:05
ATT02329,MEM0130,M007,No,0,
ATT02330,MEM0130,M008,No,0,
ATT02331,MEM0130,M009,Yes,1,18:55
ATT02332,MEM0130,M010,No,0,
ATT02333,MEM0130,M011,No,0,
ATT02334,MEM0130,M012,Yes,2,19:50
ATT02335,MEM0130,M013,Yes,2,18:50
ATT02336,MEM0130,M014,No,0,
ATT02337,MEM0130,M015,No,0,
ATT02338,MEM0130,M016,Yes,2,18:30
ATT02339,MEM0130,M017,No,0,
ATT02340,MEM0130,M018,Yes,4,19:20
ATT02341,MEM0131,M001,Yes,1,18:30
ATT02342,MEM0131,M002,No,0,
ATT02343,MEM0131,M003,Yes,1,19:20
ATT02344,MEM0131,M004,No,0,
ATT02345,MEM0131,M005,Yes,1,19:20
ATT02346,MEM0131,M006,Yes,1,19:10
ATT02347,MEM0131,M007,Yes,1,19:40
ATT02348,MEM0131,M008,No,0,
ATT02349,MEM0131,M009,Yes,1,20:05
ATT02350,MEM0131,M010,Yes,1,20:30
ATT02351,MEM0131,M011,No,0,
ATT02352,MEM0131,M012,Yes,1,19:15
ATT02353,MEM0131,M013,No,0,
ATT02354,MEM0131,M014,No,0,
ATT02355,MEM0131,M015,Yes,1,19:00
ATT02356,MEM0131,M016,Yes,1,19:55
ATT02357,MEM0131,M017,Yes,1,18:10
ATT02358,MEM0131,M018,Yes,1,20:30
ATT02359,MEM0132,M001,Yes,4,20:45
ATT02360,MEM0132,M002,No,0,
ATT02361,MEM0132,M003,No,0,
ATT02362,MEM0132,M004,No,0,
ATT02363,MEM0132,M005,Yes,3,19:25
ATT02364,MEM0132,M006,Yes,4,19:00
ATT02365,MEM0132,M007,No,0,
ATT02366,MEM0132,M008,Yes,2,18:35
ATT02367,MEM0132,M009,Yes,4,20:10
ATT02368,MEM0132,M010,Yes,3,18:25
ATT02369,MEM0132,M011,No,0,
ATT02370,MEM0132,M012,Yes,4,20:45
ATT02371,MEM0132,M013,Yes,3,19:05
ATT02372,MEM0132,M014,Yes,4,19:40
ATT02373,MEM0132,M015,Yes,4,20:20
ATT02374,MEM0132,M016,No,0,
ATT02375,MEM0132,M017,Yes,4,18:30
ATT02376,MEM0132,M018,No,0,
ATT02377,MEM0133,M001,No,0,
ATT02378,MEM0133,M002,Yes,2,20:25
ATT02379,MEM0133,M003,Yes,2,18:55
ATT02380,MEM0133,M004,Yes,2,20:20
ATT02381,MEM0133,M005,Yes,2,20:10
ATT02382,MEM0133,M006,Yes,2,18:10
ATT02383,MEM0133,M007,Yes,2,18:05
ATT02384,MEM0133,M008,No,0,
ATT02385,MEM0133,M009,No,0,
ATT02386,MEM0133,M010,No,0,
ATT02387,MEM0133,M011,No,0,
ATT02388,MEM0133,M012,No,0,
ATT02389,MEM0133,M013,Yes,2,19:10
ATT02390,MEM0133,M014,No,0,
ATT02391,MEM0133,M015,No,0,
ATT02392,MEM0133,M016,Yes,2,19:05
ATT02393,MEM0133,M017,Yes,2,19:10
ATT02394,MEM0133,M018,No,0,
ATT02395,MEM0134,M001,Yes,2,19:25
ATT02396,MEM0134,M002,Yes,1,20:00
ATT02397,MEM0134,M003,No,0,
ATT02398,MEM0134,M004,Yes,1,19:05
ATT02399,MEM0134,M005,Yes,1,19:35
ATT02400,MEM0134,M006,Yes,1,18:40
ATT02401,MEM0134,M007,No,0,
ATT02402,MEM0134,M008,Yes,1,19:45
ATT02403,MEM0134,M009,Yes,1,19:40
ATT02404,MEM0134,M010,Yes,2,19:25
ATT02405,MEM0134,M011,Yes,2,18:10
ATT02406,MEM0134,M012,No,0,
ATT02407,MEM0134,M013,Yes,2,18:30
ATT02408,MEM0134,M014,Yes,1,20:25
ATT02409,MEM0134,M015,No,0,
ATT02410,MEM0134,M016,Yes,1,18:00
ATT02411,MEM0134,M017,No,0,
ATT02412,MEM0134,M018,No,0,
ATT02413,MEM0135,M001,No,0,
ATT02414,MEM0135,M002,Yes,2,20:15
ATT02415,MEM0135,M003,Yes,2,18:50
ATT02416,MEM0135,M004,No,0,
ATT02417,MEM0135,M005,No,0,
ATT02418,MEM0135,M006,Yes,2,19:50
ATT02419,MEM0135,M007,Yes,2,19:50
ATT02420,MEM0135,M008,Yes,2,19:35
ATT02421,MEM0135,M009,Yes,2,19:45
ATT02422,MEM0135,M010,No,0,
ATT02423,MEM0135,M011,No,0,
ATT02424,MEM0135,M012,Yes,2,19:00
ATT02425,MEM0135,M013,Yes,2,20:25
ATT02426,MEM0135,M014,Yes,2,19:10
ATT02427,MEM0135,M015,Yes,2,19:40
ATT02428,MEM0135,M016,Yes,2,19:50
ATT02429,MEM0135,M017,Yes,2,20:00
ATT02430,MEM0135,M018,Yes,2,20:35
ATT02431,MEM0136,M001,No,0,
ATT02432,MEM0136,M002,Yes,2,19:50
ATT02433,MEM0136,M003,Yes,2,19:00
ATT02434,MEM0136,M004,No,0,
ATT02435,MEM0136,M005,No,0,
ATT02436,MEM0136,M006,Yes,4,20:10
ATT02437,MEM0136,M007,No,0,
ATT02438,MEM0136,M008,No,0,
ATT02439,MEM0136,M009,Yes,2,18:55
ATT02440,MEM0136,M010,No,0,
ATT02441,MEM0136,M011,No,0,
ATT02442,MEM0136,M012,Yes,2,18:30
ATT02443,MEM0136,M013,No,0,
ATT02444,MEM0136,M014,Yes,4,18:35
ATT02445,MEM0136,M015,No,0,
ATT02446,MEM0136,M016,No,0,
ATT02447,MEM0136,M017,Yes,4,18:55
ATT02448,MEM0136,M018,No,0,
ATT02449,MEM0137,M001,Yes,2,19:30
ATT02450,MEM0137,M002,No,0,
ATT02451,MEM0137,M003,No,0,
ATT02452,MEM0137,M004,Yes,4,20:05
ATT02453,MEM0137,M005,Yes,6,19:55
ATT02454,MEM0137,M006,No,0,
ATT02455,MEM0137,M007,Yes,2,19:15
ATT02456,MEM0137,M008,Yes,6,18:40
ATT02457,MEM0137,M009,Yes,4,18:05
ATT02458,MEM0137,M010,No,0,
ATT02459,MEM0137,M011,Yes,2,19:15
